Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
Pet-Contest-Management-System-main,com.mycompany.modelo,DuenioMascota,cargarDuenios,Magic Number,The method contains a magic number: 6,60
Pet-Contest-Management-System-main,com.mycompany.modelo,DuenioMascota,escribirDuenio,Long Statement,The length of the statement "fw.write(id + "`" + d.apellidos+ "`"+ d.nombre+ "`"+ d.direccion+ "`"+ d.telefono+ "`"+ d.ciudad.getNombre()+ "`"+ d.email+ "\n");" is 130.,96
Pet-Contest-Management-System-main,com.mycompany.modelo,DuenioMascota,actualizarListaDuenios,Long Statement,The length of the statement "bw.write(d.getId() + "`" + d.getApellidos()+ "`"+ d.getNombre()+ "`"+ d.getDireccion()+ "`"+ d.getTelefono()+ "`"+ d.getCiudad().getNombre()+ "`"+ d.getEmail()+ "\n");" is 167.,109
Pet-Contest-Management-System-main,com.mycompany.modelo,Mascota,Mascota,Long Identifier,The length of the field disponibleParaFuturasInscripciones is 34.,29
Pet-Contest-Management-System-main,com.mycompany.modelo,Mascota,Mascota,Long Parameter List,The method has 7 parameters. ,29
Pet-Contest-Management-System-main,com.mycompany.modelo,Mascota,isDisponibleParaFuturasInscripciones,Long Identifier,The length of the field disponibleParaFuturasInscripciones is 34.,71
Pet-Contest-Management-System-main,com.mycompany.modelo,Mascota,setDisponibilidadDeInscripciones,Long Identifier,The length of the field disponibleParaFuturasInscripciones is 34.,82
Pet-Contest-Management-System-main,com.mycompany.modelo,Mascota,setDisponibleParaFuturasInscripciones,Long Identifier,The length of the parameter disponibleParaFuturasInscripciones is 34.,118
Pet-Contest-Management-System-main,com.mycompany.modelo,Mascota,setDisponibleParaFuturasInscripciones,Long Identifier,The length of the field disponibleParaFuturasInscripciones is 34.,118
Pet-Contest-Management-System-main,com.mycompany.modelo,Mascota,cargarMascotas,Long Statement,The length of the statement "Mascota m=new Mascota(Integer.valueOf(datos[0])`datos[1]`TipoAnimal.PERRO`datos[3]`UtilDate.getDateFromString(datos[4])`datos[5]`d);" is 132.,153
Pet-Contest-Management-System-main,com.mycompany.modelo,Mascota,cargarMascotas,Long Statement,The length of the statement "Mascota m=new Mascota(Integer.valueOf(datos[0])`datos[1]`TipoAnimal.GATO.GATO`datos[3]`UtilDate.getDateFromString(datos[4])`datos[5]`d);" is 136.,153
Pet-Contest-Management-System-main,com.mycompany.modelo,Mascota,cargarMascotas,Magic Number,The method contains a magic number: 6,153
Pet-Contest-Management-System-main,com.mycompany.modelo,Mascota,cargarMascotas,Magic Number,The method contains a magic number: 2,153
Pet-Contest-Management-System-main,com.mycompany.modelo,Mascota,cargarMascotas,Magic Number,The method contains a magic number: 3,153
Pet-Contest-Management-System-main,com.mycompany.modelo,Mascota,cargarMascotas,Magic Number,The method contains a magic number: 4,153
Pet-Contest-Management-System-main,com.mycompany.modelo,Mascota,cargarMascotas,Magic Number,The method contains a magic number: 5,153
Pet-Contest-Management-System-main,com.mycompany.modelo,Mascota,cargarMascotas,Magic Number,The method contains a magic number: 3,153
Pet-Contest-Management-System-main,com.mycompany.modelo,Mascota,cargarMascotas,Magic Number,The method contains a magic number: 4,153
Pet-Contest-Management-System-main,com.mycompany.modelo,Mascota,cargarMascotas,Magic Number,The method contains a magic number: 5,153
Pet-Contest-Management-System-main,com.mycompany.modelo,Mascota,actualizarListaMascotas,Long Statement,The length of the statement "bw.write(m.getId() + ";" + m.getNombre()+ ";"+ m.getTipoMascota()+ ";"+ m.getRaza()+ ";"+ fechaString+ ";"+ m.getFoto()+ ";"+ idDuenio+ "\n");" is 142.,197
Pet-Contest-Management-System-main,com.mycompany.modelo,Persona,Persona,Long Parameter List,The method has 5 parameters. ,12
Pet-Contest-Management-System-main,com.mycompany.modelo,Premio,generarArchivoPremios,Magic Number,The method contains a magic number: 2,69
Pet-Contest-Management-System-main,com.mycompany.modelo,Premio,generarArchivoPremios,Magic Number,The method contains a magic number: 3,69
Pet-Contest-Management-System-main,com.mycompany.modelo,Premio,generarArchivoPremios,Magic Number,The method contains a magic number: 2,69
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,AdministrarAuspiciantesController,eliminarAuspiciante,Long Statement,The length of the statement "Alert confirmacion=AlertGenerator.generateAlert(Alert.AlertType.CONFIRMATION`null`"Eliminacion"`"Se procederá a eliminar al auspiciante de los registros.\n ¿Continuar?");" is 172.,90
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,AdministrarAuspiciantesController,addTableButtons,Long Statement,The length of the statement "Callback<TableColumn<Auspiciante`Void>`TableCell<Auspiciante`Void>> cellFactory=new Callback<TableColumn<Auspiciante`Void>`TableCell<Auspiciante`Void>>(){" is 154.,112
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,AdministrarAuspiciantesController,addTableButtons,Magic Number,The method contains a magic number: 5,112
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,AdministrarAuspiciantesController,call,Magic Number,The method contains a magic number: 5,114
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,AdministrarAuspiciantesController,updateItem,Magic Number,The method contains a magic number: 5,117
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,AdministrarCiudadesController,agregarOpciones,Long Statement,The length of the statement "Callback<TableColumn<Ciudad`Void>`TableCell<Ciudad`Void>> cellFactory=new Callback<TableColumn<Ciudad`Void>`TableCell<Ciudad`Void>>(){" is 134.,60
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,AdministrarCiudadesController,agregarOpciones,Magic Number,The method contains a magic number: 5,60
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,AdministrarCiudadesController,call,Magic Number,The method contains a magic number: 5,63
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,AdministrarCiudadesController,updateItem,Magic Number,The method contains a magic number: 5,67
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,AdministrarCiudadesController,eliminarCiudad,Long Statement,The length of the statement "Alert confirmacion=AlertGenerator.generateAlert(Alert.AlertType.CONFIRMATION`null`"Eliminacion"`"Se procederá a eliminar la ciudad de los registros.\n ¿Continuar?");" is 167.,123
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,AdministrarConcursoController,eliminarConcurso,Long Statement,The length of the statement "Alert confirmacion=AlertGenerator.generateAlert(Alert.AlertType.CONFIRMATION`null`"Eliminacion"`"Se procederá a eliminar al concurso de los registros.\n ¿Continuar?");" is 169.,106
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,AdministrarConcursoController,agregarOpciones,Long Statement,The length of the statement "Callback<TableColumn<Concurso`Void>`TableCell<Concurso`Void>> cellFactory=new Callback<TableColumn<Concurso`Void>`TableCell<Concurso`Void>>(){" is 142.,147
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,AdministrarConcursoController,agregarOpciones,Magic Number,The method contains a magic number: 5,147
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,AdministrarConcursoController,call,Magic Number,The method contains a magic number: 5,149
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,AdministrarConcursoController,updateItem,Magic Number,The method contains a magic number: 5,153
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,AdministrarConcursoController,send,Long Statement,The length of the statement "String cuerpo="Te invitamos a formar parte del concurso " + c.getNombre() + "\n Ven y diviertete junto a tu mascota el dia: "+ c.getFechaEvento()+ "\n Hora: "+ c.getHoraEvento()+ "\nLugar: "+ c.getLugar()+ "\n Inicio de inscripciones: "+ c.getFechaInicioInscripcion()+ "\nFin de inscripciones: "+ c.getFechaCierreInscripcion()+ "\n Concurso para: "+ c.getDirigidoA()+ "\n Te esperamos!";" is 387.,243
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,AdministrarConcursoController,send,Magic Number,The method contains a magic number: 100,243
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,AdministrarConcursoController,consultarInscritos,Magic Number,The method contains a magic number: 20,279
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,AdministrarConcursoController,consultarInscritos,Magic Number,The method contains a magic number: 100,279
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,AdministrarConcursoController,consultarInscritos,Magic Number,The method contains a magic number: 20,279
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,AdministrarConcursoController,consultarGanadores,Magic Number,The method contains a magic number: 20,372
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,AdministrarConcursoController,consultarGanadores,Magic Number,The method contains a magic number: 20,372
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,AdministrarDue�,eliminarDuenio,Long Statement,The length of the statement "Alert confirmacion=AlertGenerator.generateAlert(Alert.AlertType.CONFIRMATION`null`"Eliminacion"`"Se procederá a eliminar al duño de los registros.\n ¿Continuar?");" is 166.,90
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,AdministrarDue�,agregarOpciones,Long Statement,The length of the statement "Callback<TableColumn<DuenioMascota`Void>`TableCell<DuenioMascota`Void>> cellFactory=( final TableColumn<DuenioMascota`Void> param) -> {" is 135.,115
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,AdministrarDue�,agregarOpciones,Magic Number,The method contains a magic number: 5,115
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,AdministrarDue�,updateItem,Magic Number,The method contains a magic number: 5,119
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,AdministrarMascotasController,eliminarMascota,Long Statement,The length of the statement "Alert confirmacion=AlertGenerator.generateAlert(Alert.AlertType.CONFIRMATION`null`"Eliminacion"`"Se procederá a eliminar a la mascota de los registros.\n ¿Continuar?");" is 170.,95
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,AdministrarMascotasController,agregarOpciones,Long Statement,The length of the statement "Callback<TableColumn<Mascota`Void>`TableCell<Mascota`Void>> cellFactory=new Callback<TableColumn<Mascota`Void>`TableCell<Mascota`Void>>(){" is 138.,141
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,AdministrarMascotasController,agregarOpciones,Magic Number,The method contains a magic number: 5,141
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,AdministrarMascotasController,call,Magic Number,The method contains a magic number: 5,143
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,AdministrarMascotasController,updateItem,Magic Number,The method contains a magic number: 5,147
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,AgregarDue�,actualizarDuenio,Complex Conditional,The conditional expression duenioActualizar.getNombre().equals("") || duenioActualizar.getApellidos().equals("") || duenioActualizar.getDireccion().equals("")|| duenioActualizar.getTelefono().equals("")|| duenioActualizar.getEmail().equals("") is complex.,99
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,AgregarDue�,actualizarDuenio,Long Statement,The length of the statement "if (duenioActualizar.getNombre().equals("") || duenioActualizar.getApellidos().equals("") || duenioActualizar.getDireccion().equals("")|| duenioActualizar.getTelefono().equals("")|| duenioActualizar.getEmail().equals("")) {" is 223.,99
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,AgregarDue�,actualizarDuenio,Long Statement,The length of the statement "Alert confirmacion=new Alert(Alert.AlertType.INFORMATION`"Recuerde que este cambio no será aplicado a los elementos" + "\n" + "ya registrados en el sistema");" is 159.,99
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,AniadirPremioController,guardarPremio,Complex Conditional,The conditional expression txtLugar.getText().equals("") || descripcion.equals("") || auspiciante.equals(null) is complex.,34
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,App,start,Magic Number,The method contains a magic number: 680,23
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,App,start,Magic Number,The method contains a magic number: 640,23
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,CrearAuspiciantesController,guardarAuspiciante,Complex Conditional,The conditional expression au.getNombre().equals("") || au.getDireccion().equals("") || au.getTelefono().equals("")|| au.getEmail().equals("")|| au.getWebPage().equals("")|| au.getCiudad().equals("") is complex.,49
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,CrearAuspiciantesController,guardarAuspiciante,Long Statement,The length of the statement "if (au.getNombre().equals("") || au.getDireccion().equals("") || au.getTelefono().equals("")|| au.getEmail().equals("")|| au.getWebPage().equals("")|| au.getCiudad().equals("")) {" is 179.,49
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,CrearAuspiciantesController,actualizarAuspiciante,Complex Conditional,The conditional expression auspicianteActualizar.getNombre().equals("") || auspicianteActualizar.getDireccion().equals("") || auspicianteActualizar.getTelefono().equals("")|| auspicianteActualizar.getEmail().equals("")|| auspicianteActualizar.getWebPage().equals("") is complex.,105
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,CrearAuspiciantesController,actualizarAuspiciante,Long Statement,The length of the statement "if (auspicianteActualizar.getNombre().equals("") || auspicianteActualizar.getDireccion().equals("") || auspicianteActualizar.getTelefono().equals("")|| auspicianteActualizar.getEmail().equals("")|| auspicianteActualizar.getWebPage().equals("")) {" is 246.,105
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,CrearAuspiciantesController,actualizarAuspiciante,Long Statement,The length of the statement "Alert confirmacion=new Alert(Alert.AlertType.INFORMATION`"Recuerde que este cambio no será aplicado a los elementos" + "\n" + "ya registrados en el sistema");" is 159.,105
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,CrearCiudadController,actualizarCiudad,Long Statement,The length of the statement "Alert confirmacion=new Alert(Alert.AlertType.INFORMATION`"Recuerde que este cambio no será aplicado a los elementos" + "\n" + "ya registrados en el sistema");" is 159.,115
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,CrearConcursoController,initialize,Long Statement,The length of the statement "cbTipoMascotasConcurso.getItems().setAll(TipoAnimalesConcurso.PERROS`TipoAnimalesConcurso.GATOS`TipoAnimalesConcurso.TODOS);" is 124.,82
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,CrearConcursoController,initialize,Magic Number,The method contains a magic number: 1000,82
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,CrearConcursoController,switchToGuardarConcurso,Long Statement,The length of the statement "Concurso concursoGuardar=new Concurso(id`nombreConcurso`fechaConcurso`horaString`fechaInicioInscripcionFinal`fechaCierreInscripcionFinal`ciudadConcurso`lugar`listaPremiosGuardar`auspicianteConcurso`tipoAnimalConcurso);" is 218.,133
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,CrearConcursoController,llenarComboDirigidoA,Long Statement,The length of the statement "cbTipoMascotasConcurso.getItems().setAll(TipoAnimalesConcurso.PERROS`TipoAnimalesConcurso.GATOS`TipoAnimalesConcurso.TODOS);" is 124.,239
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,CrearConcursoController,actualizarConcurso,Complex Conditional,The conditional expression concursoActualizar.getNombre().equals("") || concursoActualizar.getHoraEvento().equals("") || concursoActualizar.getLugar().equals("") is complex.,334
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,CrearConcursoController,actualizarConcurso,Long Statement,The length of the statement "if (concursoActualizar.getNombre().equals("") || concursoActualizar.getHoraEvento().equals("") || concursoActualizar.getLugar().equals("")) {" is 141.,334
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,CrearConcursoController,actualizarConcurso,Long Statement,The length of the statement "Alert confirmacion=new Alert(Alert.AlertType.INFORMATION`"Recuerde que este cambio no será aplicado a los elementos" + "\n" + "ya registrados en el sistema");" is 159.,334
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,CrearMascotaController,switchToGuardarMascota,Long Statement,The length of the statement "Alert alerta=new Alert(Alert.AlertType.ERROR`"La imagen que se ha seleccionado ya se encuentra en uso.\nPor favor seleccione otra");" is 132.,77
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,CrearMascotaController,buscarFoto,Long Statement,The length of the statement "fileChooser.getExtensionFilters().addAll(new FileChooser.ExtensionFilter("All Images"`"*.*")`new FileChooser.ExtensionFilter("JPG"`"*.jpg")`new FileChooser.ExtensionFilter("PNG"`"*.png"));" is 188.,180
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,CrearMascotaController,buscarFoto,Long Statement,The length of the statement "Alert alerta=new Alert(Alert.AlertType.ERROR`"La imagen que se ha seleccionado ya se encuentra en uso` por favor seleccione otra");" is 131.,180
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,CrearMascotaController,cargarFotoPorDefecto,Magic Number,The method contains a magic number: 100,226
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,CrearMascotaController,cargarFotoPorDefecto,Magic Number,The method contains a magic number: 100,226
Pet-Contest-Management-System-main,com.mycompany.proyectopoog7parte2,CrearMascotaController,actualizarMascota,Long Statement,The length of the statement "Alert confirmacion=new Alert(Alert.AlertType.INFORMATION`"Recuerde que este cambio no será aplicado a los elementos" + "\n" + "ya registrados en el sistema");" is 159.,245
